model_name,epoch,train_loss,val_loss,learning_rate,T_0,logs_dir,model_dir
FoodNetExtraDW,0,6.6496,6.3164,9.964516155915152e-06,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-15-24,models/best/FoodNetExtraDW_epoch_0_lr_0.000010_T0_25_train_loss_6.6496_val_loss_6.3164.pt
FoodNetExtraDW,1,6.0673,5.9276,9.85862422507884e-06,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-15-24,models/best/FoodNetExtraDW_epoch_1_lr_0.000010_T0_25_train_loss_6.0673_val_loss_5.9276.pt
FoodNetExtraDW,2,5.8087,5.7539,9.683994186497132e-06,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-15-24,models/best/FoodNetExtraDW_epoch_2_lr_0.000010_T0_25_train_loss_5.8087_val_loss_5.7539.pt
FoodNetExtraDW,3,5.6647,5.6646,9.443380060197388e-06,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-15-24,models/best/FoodNetExtraDW_epoch_3_lr_0.000009_T0_25_train_loss_5.6647_val_loss_5.6646.pt
FoodNetExtraDW,4,5.5974,5.6169,9.140576474687263e-06,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-15-24,models/best/FoodNetExtraDW_epoch_4_lr_0.000009_T0_25_train_loss_5.5974_val_loss_5.6169.pt
FoodNetExtraDW,5,5.5472,5.5887,8.780358823396352e-06,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-15-24,models/best/FoodNetExtraDW_epoch_5_lr_0.000009_T0_25_train_loss_5.5472_val_loss_5.5887.pt
FoodNetExtraDW,0,5.9856,5.7238,0.0004982258077957,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-22-46,models/best/FoodNetExtraDW_epoch_0_lr_0.000498_T0_25_train_loss_5.9856_val_loss_5.7238.pt
FoodNetExtraDW,1,5.5335,5.3684,0.0004929312112539,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-22-46,models/best/FoodNetExtraDW_epoch_1_lr_0.000493_T0_25_train_loss_5.5335_val_loss_5.3684.pt
FoodNetExtraDW,2,5.2554,5.1513,0.0004841997093248,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-22-46,models/best/FoodNetExtraDW_epoch_2_lr_0.000484_T0_25_train_loss_5.2554_val_loss_5.1513.pt
FoodNetExtraDW,3,5.0836,5.0248,0.0004721690030098,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-22-46,models/best/FoodNetExtraDW_epoch_3_lr_0.000472_T0_25_train_loss_5.0836_val_loss_5.0248.pt
FoodNetExtraDW,4,4.9814,4.9572,0.0004570288237343,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-25_13-22-46,models/best/FoodNetExtraDW_epoch_4_lr_0.000457_T0_25_train_loss_4.9814_val_loss_4.9572.pt
FoodNetUnetExtraDW,0,0.1906,inf,0.0004980483885753,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_12-08-55,models/best/FoodNetUnetExtraDW_epoch_0_lr_0.000498_T0_25_train_loss_0.1906_val_loss_inf.pt
FoodNetUnetExtraDW,1,0.01,inf,0.0004922243323793,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_12-08-55,models/best/FoodNetUnetExtraDW_epoch_1_lr_0.000492_T0_25_train_loss_0.0100_val_loss_inf.pt
FoodNetUnetExtraDW,0,4.8699,4.5332,0.0009960967771506,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_13-11-06,models/best/FoodNetUnetExtraDW_epoch_0_lr_0.000996_T0_25_train_loss_4.8699_val_loss_4.5332.pt
FoodNetUnetExtraDW,1,4.3423,4.0888,0.0009844486647586,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_13-11-06,models/best/FoodNetUnetExtraDW_epoch_1_lr_0.000984_T0_25_train_loss_4.3423_val_loss_4.0888.pt
FoodNetUnetExtraDW,2,4.0426,3.8554,0.0009652393605146,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_13-11-06,models/best/FoodNetUnetExtraDW_epoch_2_lr_0.000965_T0_25_train_loss_4.0426_val_loss_3.8554.pt
FoodNetUnetExtraDW,0,3.7616,3.6079,0.0004980483885753,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_14-09-06,models/best/FoodNetUnetExtraDW_epoch_0_lr_0.000498_T0_25_train_loss_3.7616_val_loss_3.6079.pt
FoodNetUnetExtraDW,0,3.5702,3.5211,9.960967771506668e-05,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_14-32-06,models/best/FoodNetUnetExtraDW_epoch_0_lr_0.000100_T0_25_train_loss_3.5702_val_loss_3.5211.pt
FoodNetUnetExtraDW,0,3.5211,3.4891,9.960967771506668e-05,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_14-54-14,models/best/FoodNetUnetExtraDW_epoch_0_lr_0.000100_T0_25_train_loss_3.5211_val_loss_3.4891.pt
FoodNetExtraDW,0,0.1517,inf,0.0009960967771506,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-05-38,models/best/FoodNetExtraDW_epoch_0_lr_0.000996_T0_25_train_loss_0.1517_val_loss_inf.pt
FoodNetExtraDW,1,0.0141,inf,0.0009844486647586,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-05-38,models/best/FoodNetExtraDW_epoch_1_lr_0.000984_T0_25_train_loss_0.0141_val_loss_inf.pt
FoodNetExtraDW,0,5.2398,4.9653,9.960612933065818e-05,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-24-11,models/best/FoodNetExtraDW_epoch_0_lr_0.000100_T0_25_train_loss_5.2398_val_loss_4.9653.pt
FoodNetExtraDW,1,4.8705,4.7366,9.843072889837512e-05,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-24-11,models/best/FoodNetExtraDW_epoch_1_lr_0.000098_T0_25_train_loss_4.8705_val_loss_4.7366.pt
FoodNetExtraDW,2,4.6843,4.5637,9.649233547011817e-05,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-24-11,models/best/FoodNetExtraDW_epoch_2_lr_0.000096_T0_25_train_loss_4.6843_val_loss_4.5637.pt
FoodNetExtraDW,3,4.544,4.4575,9.382151866819098e-05,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-24-11,models/best/FoodNetExtraDW_epoch_3_lr_0.000094_T0_25_train_loss_4.5440_val_loss_4.4575.pt
FoodNetExtraDW,4,4.4485,4.395,9.046039886902862e-05,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-24-11,models/best/FoodNetExtraDW_epoch_4_lr_0.000090_T0_25_train_loss_4.4485_val_loss_4.3950.pt
FoodNetExtraDW,0,4.5531,4.3977,0.0009960612933065,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-43-49,models/best/FoodNetExtraDW_epoch_0_lr_0.000996_T0_25_train_loss_4.5531_val_loss_4.3977.pt
FoodNetExtraDW,1,4.1962,4.1061,0.0009843072889837,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-43-49,models/best/FoodNetExtraDW_epoch_1_lr_0.000984_T0_25_train_loss_4.1962_val_loss_4.1061.pt
FoodNetExtraDW,2,3.9454,3.9938,0.0009649233547011,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-43-49,models/best/FoodNetExtraDW_epoch_2_lr_0.000965_T0_25_train_loss_3.9454_val_loss_3.9938.pt
FoodNetExtraDW,3,3.7389,3.7471,0.0009382151866819,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-43-49,models/best/FoodNetExtraDW_epoch_3_lr_0.000938_T0_25_train_loss_3.7389_val_loss_3.7471.pt
FoodNetExtraDW,4,3.5553,3.6073,0.0009046039886902,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-43-49,models/best/FoodNetExtraDW_epoch_4_lr_0.000905_T0_25_train_loss_3.5553_val_loss_3.6073.pt
FoodNetExtraDW,5,3.393,3.4463,0.0008646198293969,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-43-49,models/best/FoodNetExtraDW_epoch_5_lr_0.000865_T0_25_train_loss_3.3930_val_loss_3.4463.pt
FoodNetExtraDW,7,3.1115,3.3446,0.000768145484092,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-43-49,models/best/FoodNetExtraDW_epoch_7_lr_0.000768_T0_25_train_loss_3.1115_val_loss_3.3446.pt
FoodNetExtraDW,8,2.9856,3.283,0.0007131767561367,25,/home/andrea/Documents/unimib/Supervised/Exam/logs/2024-10-28_17-43-49,models/best/FoodNetExtraDW_epoch_8_lr_0.000713_T0_25_train_loss_2.9856_val_loss_3.2830.pt
